id,publication_id,publication_key,publication_type,type,publication_role,status,artifact_availability,title,date,version,doi,website_url,canonical_url,short_url,route_status,pdf,bytes,sha256,sha512,ots_status
2026-04-27-address-resolution-not-calculation,rp007,research_papers.address_resolution_not_calculation,Research Paper,research_paper,technical,released,local_pdf,"Address Resolution, Not Calculation",2026-04-27,v1.0,10.5281/zenodo.19818628,https://panta-rhei.site/publications/research-papers/address-resolution-not-calculation/,https://panta-rhei.site/publications/research-papers/address-resolution-not-calculation/,https://prrp.site/rp007,reserved,research-paper-2026-04-27-address-resolution-not-calculation.pdf,512572,f95f617711404aecaaa6135f0010c35d168abb4d624edbcbada5387728f85c68,34338e5e3ceae467c7e3a432b117a5d6cef76a7266ff5afd3488aba6b3f59c5372e2fcae7143acd8998756159549a3ce496b11f314863c3f2c85a001e63776fc,pending
2026-04-27-tau-kernel-foundational-architecture,rp008,research_papers.tau_kernel_foundational_architecture,Research Paper,research_paper,technical,released,local_pdf,The tau-Kernel as Foundational Architecture,2026-04-27,v1.0,10.5281/zenodo.19820600,https://panta-rhei.site/publications/research-papers/tau-kernel-foundational-architecture/,https://panta-rhei.site/publications/research-papers/tau-kernel-foundational-architecture/,https://prrp.site/rp008,reserved,research-paper-2026-04-27-tau-kernel-foundational-architecture.pdf,472503,7d144cbc8d6244ded9d6881abf92049c5a5481f852b31b2653ba6d281bdedcda,2afcd5e2e6720a213be25700db0a129e5b50a11213b8e2a5ca6704fddabde99ef329e692961da6cbd29dc2edc1e976f44c988d9952c2b6a21a8e38c3448931ad,pending
2026-04-27-panta-rhei-foundational-bundle,rp009,research_papers.panta_rhei_foundational_bundle,Research Memo,research_paper,orientation,released,local_pdf,The Panta Rhei Foundational Bundle,2026-04-27,v1.0,10.5281/zenodo.19820855,https://panta-rhei.site/publications/research-papers/panta-rhei-foundational-bundle/,https://panta-rhei.site/publications/research-papers/panta-rhei-foundational-bundle/,https://prrp.site/rp009,reserved,research-paper-2026-04-27-panta-rhei-foundational-bundle.pdf,104089,da885f49afeac57e17629e5b94fe1a61b6fbe7fe3146a33ac0fb7c6e75466627,6daac20a37b096b86c6c65bb6b04a5d0e4bc43de5b8cd3b8fea95b4a27016bd3690dd55d5abd6015ba39a558f499198f51bdc775bfa857c5081d8e287cf3f7bd,pending
so001-panta-rhei-conspectus,so001,synoptic_overviews.panta_rhei_conspectus,Synoptic Overview,synoptic_overview,orientation,released,local_pdf,The Panta Rhei Conspectus,2026-04-21,v1.1,,https://panta-rhei.site/publications/conspectus/,https://panta-rhei.site/publications/conspectus/,https://prrp.site/so001,reserved,panta-rhei-conspectus.pdf,310275,37023dda39e72aab716a0398466e635b349263bd4a6710009ff8c5b24f5e6b76,fdb6d21155b850b5adcb731840c8d10ce2d6cabf91f535ec14f9e84a675bded0c1a12f4a13be48f886891dea8bd44f1d8b829b94eb3da3f09df16706a231414c,missing
wp001-panta-rhei-research-program-executive-overview,wp001,anchor_documents.panta_rhei_research_program_executive_overview,White Paper,white_paper,orientation,released,local_pdf,Panta Rhei Research Program Executive Overview,2026-05-08,canonical v1.0,,https://panta-rhei.site/publications/anchor-documents/wp001-panta-rhei-research-program-executive-overview/,https://panta-rhei.site/publications/anchor-documents/wp001-panta-rhei-research-program-executive-overview/,https://prrp.site/wp001,active,wp001-panta-rhei-research-program-executive-overview.pdf,2445801,050e986c605b72a046459f3d64f0631cf2a0d21f3908da1b491b0aaa7fab3e87,09be60283049d9c03f6af13d0343376f207852cecba390f7cbc1853486b758c113c8d4acbeb56563b65ee4eef78126d159d4ef14ea79d269502d0d23b3cba52f,missing
wp002-t-theory-executive-synopsis,wp002,anchor_documents.t_theory_executive_synopsis,White Paper,white_paper,orientation,released,local_pdf,T Theory Executive Synopsis,2026-05-08,canonical v1.0,,https://panta-rhei.site/publications/anchor-documents/wp002-t-theory-executive-synopsis/,https://panta-rhei.site/publications/anchor-documents/wp002-t-theory-executive-synopsis/,https://prrp.site/wp002,active,wp002-t-theory-executive-synopsis.pdf,412045,91e53a7c8606abe1c7a33355c9e986f1614a240ea68c998ed34ec5bdd6ca59ec,cc983d742b1b8b031b802dfbda85813accd1242ccf656dd743973e54e78249941cbeadb9994d1a7d0149978426a080dfa218098372459482dc2d2118b26bd635,missing
wp003-taulib-technical-overview,wp003,anchor_documents.taulib_technical_overview,White Paper,white_paper,technical,released,local_pdf,TauLib Technical Overview,2026-05-08,canonical v1.0,,https://panta-rhei.site/publications/anchor-documents/wp003-taulib-technical-overview/,https://panta-rhei.site/publications/anchor-documents/wp003-taulib-technical-overview/,https://prrp.site/wp003,active,wp003-taulib-technical-overview.pdf,303923,db01b46b129c0365741c5d8da5ee3afd70c4377ec1afbe3bc7e9a9d9a278a939,b7a50d5e705a3efc6b7d73c5fd886298d1862d9a4537c7a68d423f332a994844a5a363c7bdd0f3689d8581085774f5ca751b7eabe8ff2dd45e243250c5b9be94,missing
wp004-public-research-observatory-blueprint,wp004,anchor_documents.public_research_observatory_blueprint,White Paper,white_paper,governance,released,local_pdf,Public Research Observatory Blueprint,2026-05-08,canonical v1.0,,https://panta-rhei.site/publications/anchor-documents/wp004-public-research-observatory-blueprint/,https://panta-rhei.site/publications/anchor-documents/wp004-public-research-observatory-blueprint/,https://prrp.site/wp004,active,wp004-public-research-observatory-blueprint.pdf,545965,835578e7ae9932be433068a0d2d10a585912f7b87bf57d654cfd88935653cd32,14e1a308ca38bb271c95537514212c1a5890e86d82e32e72dc092cb8eb2ab8abb5f857947b2c5882f567491aecc560c061bf6bc084d9b5abdd58fa7c8e1f0c96,missing
wp005-global-public-good-impact-overview,wp005,anchor_documents.global_public_good_impact_overview,White Paper,white_paper,translation,released,local_pdf,Global Public Good Impact Overview,2026-05-08,canonical v1.0,,https://panta-rhei.site/publications/anchor-documents/wp005-global-public-good-impact-overview/,https://panta-rhei.site/publications/anchor-documents/wp005-global-public-good-impact-overview/,https://prrp.site/wp005,active,wp005-global-public-good-impact-overview.pdf,324239,cb2067b7abd913add610a30e7bb42707e8561752e4fa35f31e04b3b83fed3a69,df5964be6c1c70a3819b44f07770bf9519baf9ea2a8da672512c743b95e0bb7b4102228888e336f59537715e7419ebde0c6b95ef7540bb864a75fe45f6c300bd,missing
wp000-panta-rhei-at-a-glance,wp000,anchor_documents.panta_rhei_at_a_glance,White Paper,white_paper,orientation,released,local_pdf,Panta Rhei at a Glance,2026-05-09,canonical v1.0,,https://panta-rhei.site/publications/anchor-documents/wp000-panta-rhei-at-a-glance/,https://panta-rhei.site/publications/anchor-documents/wp000-panta-rhei-at-a-glance/,https://prrp.site/wp000,active,wp000-panta-rhei-at-a-glance.pdf,503736,cc65cae423e74f87dfacfc86d796f3790c8bebbe9e604ddb4326b66583d6e766,5e25bd9188db035be9894e76428fbc5027cd4f96bbdc3129e72a76daaa4e7259d77809334dcb48289816143a076857507668f5e84e60fe9d0b4629ee7fd11b98,missing
c002-semantic-archaeology-coherent-theory-of-reality,c002,charter_essays.semantic_archaeology_coherent_theory_of_reality,Charter Essay,charter_essay,orientation,planned,planned,Semantic Archaeology of Coherent Theory of Reality,planned,planned,,,,https://prrp.site/c002,reserved,,0,,,not_applicable
2026-04-26-advanced-fission-safety-operations-licensing-fleet-modernization,pgb001,public_good_briefings.advanced_fission_safety_operations_licensing_fleet_modernization,Public-Good Briefing,public_good_briefing,translation,superseded,local_pdf,"τ for Advanced Fission Safety, Operations, Licensing, and Fleet Modernization",2026-04-26,v1.0,,https://panta-rhei.site/publications/research-briefings/public-good/advanced-fission-safety-operations-licensing-fleet-modernization/,https://panta-rhei.site/publications/research-briefings/public-good/advanced-fission-safety-operations-licensing-fleet-modernization/,https://prrp.site/pgb001,reserved,public-good-briefing-2026-04-26-advanced-fission-safety-operations-licensing-fleet-modernization.pdf,284000,2f417f847d649f74a78212ca1830e976f90e39ae3873b242e2f4a42e9f67bc55,e1456d049905a8c81995ad6d43ac73cd61892667337c04833caf26c683be05fc518b3090345332f6fd455572b9a319d57664cbd00b4cfe9186dd452e10c66a20,pending
2026-05-01-taulib-self-contained-lean-4-library,lwp001,legacy_white_papers.taulib_self_contained_lean4_library,White Paper,white_paper,technical,superseded,local_pdf,TauLib: A Self-Contained Lean 4 Library for Category τ,2026-05-01,**v2.0 (full rewrite)** · May 2026,10.5281/zenodo.19976503,https://panta-rhei.site/publications/white-papers/taulib/,https://panta-rhei.site/publications/white-papers/taulib/,,not_applicable,white-paper-2026-05-01-taulib-self-contained-lean-4-library.pdf,215062,7bb96caa4b4da6c4f94178608ce0ecc6029ebdd88e0306c4ae7ebc0ce48091a7,8816b61498f75596897428ba88efa6638aa1caab6e1aaa869482e19a3dc1c10128148b12269c4c1b434e4bba9bdc6c7526e6f8570ec193981138da6fc348ae00,pending
2026-05-03-building-a-public-research-observatory,lwp002,legacy_white_papers.building_public_research_observatory,White Paper,white_paper,orientation,superseded,local_pdf,Building a Public Research Observatory for High-Scope Open Research,2026-05-03,v1.0,,https://panta-rhei.site/publications/white-papers/building-a-public-research-observatory/,https://panta-rhei.site/publications/white-papers/building-a-public-research-observatory/,,not_applicable,white-paper-2026-05-03-building-a-public-research-observatory.pdf,92762,ec880b1c45920ccbcc296b918e988aa1c94f72a2e160cddee72949e8fe0417e3,64e89403f597e0669984d23ad9a621939957e0007be8dceef2f34784486e1dbb4afd1c79e6fca0d9ff090072384741cf31c4c9794d89fe856b7246d98d57b4b6,pending
2026-05-03-inspection-architecture-high-scope-open-research,lwp003,legacy_white_papers.inspection_architecture_high_scope_open_research,White Paper,white_paper,orientation,superseded,local_pdf,Inspection Architecture for High-Scope Open Research,2026-05-03,v1.0,,https://panta-rhei.site/publications/white-papers/inspection-architecture-high-scope-open-research/,https://panta-rhei.site/publications/white-papers/inspection-architecture-high-scope-open-research/,,not_applicable,white-paper-2026-05-03-inspection-architecture-high-scope-open-research.pdf,81360,566f2fb7dd71aa2ca152e67bebfccab1a0bd435af3e577cdc3eb35803431a7df,ac0597716e16c02c570d954e3ed7eccc5409f934939dc56f904d06702b6050c47e51baaccdb4f7a165479568846f413b5e59bb235a8e570ecd21383c80a56a87,pending
2026-05-03-the-shape-of-a-theory-of-reality,lwp004,legacy_white_papers.shape_of_a_theory_of_reality,White Paper,white_paper,orientation,superseded,local_pdf,The Shape of a Theory of Reality,2026-05-03,v1.0,,https://panta-rhei.site/publications/white-papers/the-shape-of-a-theory-of-reality/,https://panta-rhei.site/publications/white-papers/the-shape-of-a-theory-of-reality/,,not_applicable,white-paper-2026-05-03-the-shape-of-a-theory-of-reality.pdf,92150,9fffa234a5244eb0882bc664ae9b2b6fb2611b3721b17828c592628cd2bbdaa6,a136bc935f31e7acab713e9d48e8f16fc8d6061fc6263d1522a5c7dddb8fbe0e368b2d2b4f4f8b704a7d1c9ab8d9d90dce65a7d64c3f290bc481a93f376a9596,pending
2026-05-04-panta-rhei-executive-overview,lwp005,legacy_white_papers.panta_rhei_executive_overview,White Paper,white_paper,orientation,superseded,local_pdf,Panta Rhei Research Program — Executive Overview,2026-05-04,**v4.0**,,https://panta-rhei.site/publications/white-papers/executive-overview/,https://panta-rhei.site/publications/white-papers/executive-overview/,,not_applicable,white-paper-2026-05-04-panta-rhei-executive-overview.pdf,234716,fed983c314d180be9713020fa9f3be20cf9bb30858521b282d0227f1af5124ce,38543166428a47f7cd49dd0f7fea0ea8e6c119d793838ab24d80e95262bfb456c99ccf2aa9a9522a74758331cd93b95c0e7fef76a19adc39a47b5afb793be9f0,missing
